Cliente;Vendedor;CNPJ;Grupo Economico
MAGOGA HORTIFRUTI LTDA - EPP;EDSON MALAGUTTI;54211982000190;MAGOGA
MAGOGA HORTIFRUTI LTDA - EPP;EDSON MALAGUTTI;54211982000190;MAGOGA
MAGOGA HORTIFRUTI LTDA - EPP;EDSON MALAGUTTI;54211982000190;MAGOGA
GERALDO BENEDETE & CIA LT;JOSE RICARDO FERNANDES;45477452000105;BENEDETE
ASSAI - SENDAS DISTRIBUIDORA S/A - 71;JOSE ELIAS;6057223024780;ASSAI - PR
ASSAI - SENDAS DISTRIBUIDORA S/A - 71;JOSE ELIAS;6057223024780;ASSAI - PR
ASSAI - SENDAS DISTRIBUIDORA S/A - 79;JOSE ELIAS;6057223027452;ASSAI - PR
ASSAI - SENDAS DISTRIBUIDORA S/A - 79;JOSE ELIAS;6057223027452;ASSAI - PR
COMERCIAL DE ALIMENTOS IPANEMA FOODS - EIRELI - BRAS;JOSE ARTENCIO;17343551000231;IPANEMA FOODS - BRAS
INTERNUTRI - TAVINI ALIMENTOS LTDA - ME;TELEVENDAS - DA TERRINHA;65570970000178;INTERNUTRI
INTERNUTRI - TAVINI ALIMENTOS LTDA - ME;TELEVENDAS - DA TERRINHA;65570970000178;INTERNUTRI
INTERNUTRI - TAVINI ALIMENTOS LTDA - ME;TELEVENDAS - DA TERRINHA;65570970000178;INTERNUTRI
SUPERMERCADOS NOGUEIRA EIRELI;ALEXANDRE VIANA;24227132000119;NOGUEIRA
LEVE BEM PRODUTOS ORGANICOS HORTIFRUTIGRANJEIROS LTDA;CARLOS FERREIRA;24335350000177;LEVE BEM
LEVE BEM PRODUTOS ORGANICOS HORTIFRUTIGRANJEIROS LTDA;CARLOS FERREIRA;24335350000177;LEVE BEM
LEVE BEM PRODUTOS ORGANICOS HORTIFRUTIGRANJEIROS LTDA;CARLOS FERREIRA;24335350000177;LEVE BEM
ECONOMIA - MERCADO ATUAL MILENIO LTDA;MILTON JUNIOR;3089782000175;ECONOMIA
GARCIA ATACADISTA LTDA - MG;MILTON JUNIOR;31668585000227;GARCIA ATACADISTA
GARCIA ATACADISTA LTDA - MG;MILTON JUNIOR;31668585000227;GARCIA ATACADISTA
SUPERMARKET - CRUZEIRO DO SUL MERCADO LTDA - EDEN;MILTON JUNIOR;16575340000180;SUPERMARKET
SUPERMARKET - CRUZEIRO DO SUL MERCADO LTDA - S MATHEUS;MILTON JUNIOR;16575340000342;SUPERMARKET
GA SUPERMERCADOS LTDA;MILTON JUNIOR;7879508000150;SUPERMARKET FILIAL
SUPERMARKET - M M DE FRAGOSO COMESTIVEIS LTDA - PIABETA;MILTON JUNIOR;7879508000231;SUPERMARKET FILIAL
SUPERMARKET - RAMIGOS SUPERMERCADOS LTDA - COSMOS;MILTON JUNIOR;11552261000300;SUPERMARKET
BARRA CARNES LTDA;TELEVENDAS - DA TERRINHA;29094240000184;BARRA CARNES
BARRA CARNES LTDA;TELEVENDAS - DA TERRINHA;29094240000184;BARRA CARNES
BARRA CARNES LTDA;TELEVENDAS - DA TERRINHA;29094240000184;BARRA CARNES
BARRA CARNES LTDA;TELEVENDAS - DA TERRINHA;29094240000184;BARRA CARNES
SAINT GERMAIN PANIFICADORA E CONFEITARIA LTDA - EPP;INES MARTIN;68878347000175;SAINT GERMAIN
SAINT GERMAIN PANIFICADORA E CONFEITARIA LTDA - EPP;INES MARTIN;68878347000175;SAINT GERMAIN
SAINT GERMAIN PANIFICADORA E CONFEITARIA LTDA - EPP;INES MARTIN;68878347000175;SAINT GERMAIN
SAINT GERMAIN PANIFICADORA E CONFEITARIA LTDA - EPP;INES MARTIN;68878347000175;SAINT GERMAIN
SAINT GERMAIN PANIFICADORA E CONFEITARIA LTDA - EPP;INES MARTIN;68878347000175;SAINT GERMAIN
SAINT GERMAIN PANIFICADORA E CONFEITARIA LTDA - EPP;INES MARTIN;68878347000175;SAINT GERMAIN
MERCADINHO SONGS LTDA - EPP;INES MARTIN;46852828000179;SONGS
MERCADINHO SONGS LTDA - EPP;INES MARTIN;46852828000179;SONGS
MERCADINHO SONGS LTDA - EPP;INES MARTIN;46852828000179;SONGS
MERCADINHO SONGS LTDA - EPP;INES MARTIN;46852828000179;SONGS
MERCADINHO SONGS LTDA - EPP;INES MARTIN;46852828000179;SONGS
MERCADINHO SONGS LTDA - EPP;INES MARTIN;46852828000179;SONGS
MERCADINHO SONGS LTDA - EPP;INES MARTIN;46852828000179;SONGS
MAXIMO - REAL PAULISTA COMERCIAL DE ALIMENTOS LTDA - 05;EDVALDO DOS SANTOS PEREIRA;16881766000677;MAXIMO
MAXIMO - REAL PAULISTA COMERCIAL DE ALIMENTOS LTDA - 05;EDVALDO DOS SANTOS PEREIRA;16881766000677;MAXIMO
MERCEARIA E ROTISSERIA DANILILI LTDA;JOSE ROBERTO DENIZIO;96424239000168;DANILILI
MALUCHO & MALUCHO LTDA - 01 CENTRO;PAULO COSTA;73101073000143;MALUCHO
MALUCHO & MALUCHO LTDA - 02 JATAI;PAULO COSTA;73101073000224;MALUCHO
ASSAI - SENDAS DISTRIBUIDORA S/A - DEP 02;FERNANDO VOLTERO;6057223024003;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - DEP 03;FERNANDO VOLTERO;6057223022655;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - DEP 04;FERNANDO VOLTERO;6057223026219;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - MATRIZ;FERNANDO VOLTERO;6057223030593;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 01;FERNANDO VOLTERO;6057223024607;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 01;FERNANDO VOLTERO;6057223024607;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 01;FERNANDO VOLTERO;6057223024607;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 01;FERNANDO VOLTERO;6057223024607;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 03;FERNANDO VOLTERO;6057223024356;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 03;FERNANDO VOLTERO;6057223024356;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 03;FERNANDO VOLTERO;6057223024356;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 02;FERNANDO VOLTERO;6057223024518;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 02;FERNANDO VOLTERO;6057223024518;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 02;FERNANDO VOLTERO;6057223024518;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 02;FERNANDO VOLTERO;6057223024518;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 04;FERNANDO VOLTERO;6057223027533;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 04;FERNANDO VOLTERO;6057223027533;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 05;FERNANDO VOLTERO;6057223024941;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 05;FERNANDO VOLTERO;6057223024941;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 05;FERNANDO VOLTERO;6057223024941;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 06;FERNANDO VOLTERO;6057223026995;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 06;FERNANDO VOLTERO;6057223026995;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 06;FERNANDO VOLTERO;6057223026995;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 07;FERNANDO VOLTERO;6057223023201;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 07;FERNANDO VOLTERO;6057223023201;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 07;FERNANDO VOLTERO;6057223023201;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 08;FERNANDO VOLTERO;6057223024275;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 08;FERNANDO VOLTERO;6057223024275;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 08;FERNANDO VOLTERO;6057223024275;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 09;FERNANDO VOLTERO;6057223026642;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 09;FERNANDO VOLTERO;6057223026642;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 09;FERNANDO VOLTERO;6057223026642;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 10;FERNANDO VOLTERO;6057223027100;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 10;FERNANDO VOLTERO;6057223027100;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 10;FERNANDO VOLTERO;6057223027100;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 11;FERNANDO VOLTERO;6057223027371;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 11;FERNANDO VOLTERO;6057223027371;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 11;FERNANDO VOLTERO;6057223027371;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 12;FERNANDO VOLTERO;6057223027290;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 12;FERNANDO VOLTERO;6057223027290;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 12;FERNANDO VOLTERO;6057223027290;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 13;FERNANDO VOLTERO;6057223027886;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 13;FERNANDO VOLTERO;6057223027886;ASSAI - SP LOJAS
ASSAI - SENDAS DISTRIBUIDORA S/A - 13;FERNANDO VOLTERO;6057223027886;ASSAI - SP LOJAS
MERCADINHO LODETTI LTDA;SILVANO ARRUDA;47879101000148;LODETTI
MERCADINHO LODETTI LTDA;SILVANO ARRUDA;47879101000148;LODETTI
MERCADINHO LODETTI LTDA;SILVANO ARRUDA;47879101000148;LODETTI
MERCADINHO LODETTI LTDA;SILVANO ARRUDA;47879101000148;LODETTI
MERCADINHO LODETTI LTDA;SILVANO ARRUDA;47879101000148;LODETTI
MERCADINHO LODETTI LTDA;SILVANO ARRUDA;47879101000148;LODETTI
MERCADINHO LODETTI LTDA;SILVANO ARRUDA;47879101000148;LODETTI
CRISTIANE LIMA;JOSUE EVANGELISTA;26774536816;REPRESENTANTES DA TERRINHA
CRISTIANE LIMA;JOSUE EVANGELISTA;26774536816;REPRESENTANTES DA TERRINHA
N S LAR SUPERMERCADO LTDA;CARLOS FERREIRA;8791420000226;NOSSO LAR
N S LAR SUPERMERCADO LTDA;CARLOS FERREIRA;8791420000226;NOSSO LAR
N S LAR SUPERMERCADO LTDA;CARLOS FERREIRA;8791420000226;NOSSO LAR
N S LAR SUPERMERCADO LTDA;CARLOS FERREIRA;8791420000226;NOSSO LAR
ARBORETO SUPERMERCADO LTDA;CARLOS FERREIRA;15497665000120;ARBORETO
ARBORETO SUPERMERCADO LTDA;CARLOS FERREIRA;15497665000120;ARBORETO
ARBORETO SUPERMERCADO LTDA;CARLOS FERREIRA;15497665000120;ARBORETO
ARBORETO SUPERMERCADO LTDA;CARLOS FERREIRA;15497665000120;ARBORETO
CARLOS HENRIQUE DE ANDRADE MINIMERCADO - ME;CLEO CAVALCANTI;5000149000194;MERCADO SAO JUDAS
FIBRACARIOCA RESTAURANTE EIRELI - ME;TELEVENDAS - DA TERRINHA;25079777000114;FIBRA CARIOCA
ESPACO NUTRI BEM - EIRELI - EPP;TELEVENDAS - DA TERRINHA;24858677000123;NUTRI BEM
ESPACO NUTRI BEM - EIRELI - EPP;TELEVENDAS - DA TERRINHA;24858677000123;NUTRI BEM
ESPACO NUTRI BEM - EIRELI - EPP;TELEVENDAS - DA TERRINHA;24858677000123;NUTRI BEM
ASSAI - SENDAS DISTRIBUIDORA S/A - 117;RICARDO RANGEL GONÇALVES;6057223032375;ASSAI - GO
CAFETERIA JURUCE COMERCIO DE DOCES E SALGADOS LTDA - ME;INES MARTIN;19120951000122;CAFETERIA JURUCE
CAFETERIA JURUCE COMERCIO DE DOCES E SALGADOS LTDA - ME;INES MARTIN;19120951000122;CAFETERIA JURUCE
CAFETERIA JURUCE COMERCIO DE DOCES E SALGADOS LTDA - ME;INES MARTIN;19120951000122;CAFETERIA JURUCE
OBA - SUPER VAREJAO CARACA LTDA - MG CD;DAIANE CRISTINA DE OLIVEIRA;26068130000400;OBA MG
OBA - SUPER VAREJAO CARACA LTDA - MG CD;DAIANE CRISTINA DE OLIVEIRA;26068130000400;OBA MG
OBA - SUPER VAREJAO CARACA LTDA - MG CD;DAIANE CRISTINA DE OLIVEIRA;26068130000400;OBA MG
OBA - SUPER VAREJAO CARACA LTDA - MG CD;DAIANE CRISTINA DE OLIVEIRA;26068130000400;OBA MG
OBA - SUPER VAREJAO CARACA LTDA - MG CD;DAIANE CRISTINA DE OLIVEIRA;26068130000400;OBA MG
ESTANCONFOR - VILLA PAULISTA APARTMENTS;FRANCISCO ANACLETO;19870325000153;ESTANPLAZA
ESTANCONFOR - VILLA PAULISTA APARTMENTS;FRANCISCO ANACLETO;19870325000153;ESTANPLAZA
ESTANCONFOR - VILLA PAULISTA APARTMENTS;FRANCISCO ANACLETO;19870325000153;ESTANPLAZA
ESTANCONFOR - VILLA PAULISTA APARTMENTS;FRANCISCO ANACLETO;19870325000153;ESTANPLAZA
ESTANCONFOR - VILLA PAULISTA APARTMENTS;FRANCISCO ANACLETO;19870325000153;ESTANPLAZA
ESTANCONFOR - VILLA PAULISTA APARTMENTS;FRANCISCO ANACLETO;19870325000153;ESTANPLAZA
ARMAZEM SAO VITO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;GILSON CORTEZ;15083332000154;SAO VITOR
ARMAZEM SAO VITO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;JOSE ARTENCIO;15083332000154;SAO VITOR
ARMAZEM SAO VITO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;THAYS GIOVANNA;15083332000154;SAO VITOR
ARMAZEM SAO VITO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;J.E - DA ALICLEO REPRESENTACOES;15083332000154;SAO VITOR
ARMAZEM SAO VITO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;ALICE LUCIANA;15083332000154;SAO VITOR
ARMAZEM SAO VITO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;RONILDO FERREIRA;15083332000154;SAO VITOR
BENHUR APARECIDO PERBONI EIRELI;PAULO COSTA;25162402000113;CORREA ARCHILA
RECOBASE COMERCIAL LTDA;RAPHAEL COUTINHO ESPINDOLA;65927139000120;COLINAS
RECOBASE COMERCIAL LTDA;RAPHAEL COUTINHO ESPINDOLA;65927139000120;COLINAS
RECOBASE COMERCIAL LTDA;RAPHAEL COUTINHO ESPINDOLA;65927139000120;COLINAS
RECOBASE COMERCIAL LTDA;RAPHAEL COUTINHO ESPINDOLA;65927139000120;COLINAS
RECOBASE COMERCIAL LTDA;RAPHAEL COUTINHO ESPINDOLA;65927139000120;COLINAS
CRPS I LANCHONETE E FAST FOOD LTDA;TELEVENDAS - DA TERRINHA;23009812000101;CREPS - SANTA CRUZ
CRPS I LANCHONETE E FAST FOOD LTDA;TELEVENDAS - DA TERRINHA;23009812000101;CREPS - SANTA CRUZ
SHIBATA - COM ATAC DE MERCADORIAS EM GERAL LTDA - PINDAMONHA;EDMILSON - 02;9358143000225;SHIBATA
SHIBATA - COM ATAC DE MERCADORIAS EM GERAL LTDA - PINDAMONHA;EDMILSON - 02;9358143000225;SHIBATA
SHIBATA - COM ATAC DE MERCADORIAS EM GERAL LTDA - PINDAMONHA;EDMILSON - 02;9358143000225;SHIBATA
SERV LAR - FRS SUPERMERCADO LTDA - 02;MARCELO GREGORIO;59802074000194;SERV LAR
SERV LAR - FRS SUPERMERCADO LTDA - 02;MARCELO GREGORIO;59802074000194;SERV LAR
SERV LAR - FRS SUPERMERCADO LTDA - 02;MARCELO GREGORIO;59802074000194;SERV LAR
SERV LAR - FRS SUPERMERCADO LTDA - 02;MARCELO GREGORIO;59802074000194;SERV LAR
SUPERMERCADO TIO BEBA LTDA;KALIEL DE CALDA LEITE;58752122000114;TIO BEBA
SUPERMERCADO TIO BEBA LTDA;KALIEL DE CALDA LEITE;58752122000114;TIO BEBA
SUPERMERCADO TIO BEBA LTDA;KALIEL DE CALDA LEITE;58752122000114;TIO BEBA
SUPERMERCADO TIO BEBA LTDA;KALIEL DE CALDA LEITE;58752122000114;TIO BEBA
SUPER MERCADO YAMAUCHI LTDA - CONDE PRATES;LEONARDO VINICIUS;60621992000104;YAMAUCHI
SUPER MERCADO YAMAUCHI LTDA - ISABEL DIAS;LEONARDO VINICIUS;60621992000520;YAMAUCHI
SUPER MERCADO YAMAUCHI LTDA - MANAIAS;LEONARDO VINICIUS;60621992000872;YAMAUCHI
SUPER MERCADO YAMAUCHI LTDA - JOSE ZAPPI;LEONARDO VINICIUS;60621992001097;YAMAUCHI
SUPER MERCADO YAMAUCHI LTDA - HERAS;LEONARDO VINICIUS;60621992001178;YAMAUCHI
SUPER MERCADO YAMAUCHI LTDA - BAIA GRANDE;LEONARDO VINICIUS;60621992001259;YAMAUCHI
MERCEARIA SERRADALTO LTDA - EPP;CLEO CAVALCANTI;58788175000195;SERRADALTO
MERCEARIA SERRADALTO LTDA - EPP;CLEO CAVALCANTI;58788175000195;SERRADALTO
MERCEARIA SERRADALTO LTDA - EPP;CLEO CAVALCANTI;58788175000195;SERRADALTO
SUPERMERCADO BAHAMAS S/A;CAIO MEIRELLES;17745613000150;BAHAMAS
SUPERMERCADO BAHAMAS S/A;CAIO MEIRELLES;17745613000150;BAHAMAS
SUPERMERCADO BAHAMAS S/A;CAIO MEIRELLES;17745613000150;BAHAMAS
MERCEARIA E ACOUGUE PONTO BOM LTDA - EPP;KALIEL DE CALDA LEITE;4589506000139;PONTO BOM
MERCEARIA E ACOUGUE PONTO BOM LTDA - EPP;KALIEL DE CALDA LEITE;4589506000139;PONTO BOM
MERCEARIA E ACOUGUE PONTO BOM LTDA - EPP;KALIEL DE CALDA LEITE;4589506000139;PONTO BOM
MERCEARIA E ACOUGUE PONTO BOM LTDA - EPP;KALIEL DE CALDA LEITE;4589506000139;PONTO BOM
MERCEARIA E ACOUGUE PONTO BOM LTDA - EPP;KALIEL DE CALDA LEITE;4589506000139;PONTO BOM
RUBENS Y YOKOYAMA - ME;TELEVENDAS - DA TERRINHA;4834882000141;RUBENS Y YOKOYAMA
RUBENS Y YOKOYAMA - ME;TELEVENDAS - DA TERRINHA;4834882000141;RUBENS Y YOKOYAMA
HORTBOI COMERCIO DE HORTIFRUTI E CARNES LTDA - ME;TELEVENDAS - DA TERRINHA;11388520000130;HORTBOI
COMERCIO DE DOCES MELLIS LTDA - ME;TELEVENDAS - DA TERRINHA;14420651000145;MELLIS
ETTICA COMERCIO IMPORTACAO E EXPORTACAO LTDA;JOSUE EVANGELISTA;9293940000190;ETTICA
SUPERMERCADO INFANGER - INFANGER & CIA LTDA - 02;OSNEY RICARDO;96422464000327;INFANGER
SUPERMERCADO INFANGER - INFANGER & CIA LTDA - 02;OSNEY RICARDO;96422464000327;INFANGER
SUPERMERCADO INFANGER - INFANGER & CIA LTDA - 02;OSNEY RICARDO;96422464000327;INFANGER
SUPERMERCADO INFANGER - INFANGER & CIA LTDA - 02;OSNEY RICARDO;96422464000327;INFANGER
SUPERMERCADO INFANGER - INFANGER & CIA LTDA - 02;OSNEY RICARDO;96422464000327;INFANGER
SUPERMERCADO INFANGER - INFANGER & CIA LTDA - 02;OSNEY RICARDO;96422464000327;INFANGER
SUPERMERCADO INFANGER - INFANGER & CIA LTDA - 02;OSNEY RICARDO;96422464000327;INFANGER
SUPERMERCADO INFANGER - INFANGER & CIA LTDA;OSNEY RICARDO;96422464000165;INFANGER
SUPERMERCADO INFANGER - INFANGER & CIA LTDA;OSNEY RICARDO;96422464000165;INFANGER
SUPERMERCADO INFANGER - INFANGER & CIA LTDA;OSNEY RICARDO;96422464000165;INFANGER
SUPERMERCADO INFANGER - INFANGER & CIA LTDA;OSNEY RICARDO;96422464000165;INFANGER
SUPERMERCADO INFANGER - INFANGER & CIA LTDA;OSNEY RICARDO;96422464000165;INFANGER
SUPERMERCADO INFANGER - INFANGER & CIA LTDA;OSNEY RICARDO;96422464000165;INFANGER
SUPERMERCADO INFANGER - INFANGER & CIA LTDA;OSNEY RICARDO;96422464000165;INFANGER
ROLDAO - AUTO SERVICO COMERCIO DE ALIMENTOS LTDA - PQ COLONI;CAIO VINICIUS AMORIM;5800256003031;ROLDAO
ROLDAO - AUTO SERVICO COMERCIO DE ALIMENTOS LTDA - PQ COLONI;CAIO VINICIUS AMORIM;5800256003031;ROLDAO
ROLDAO - AUTO SERVICO COMERCIO DE ALIMENTOS LTDA - PQ COLONI;CAIO VINICIUS AMORIM;5800256003031;ROLDAO
NIZIO MOREIRA;TELEVENDAS - DA TERRINHA;92242715615;COLABORADORES DA TERRINHA
GIGA BR DISTRIBUIDOR E ATACADISTA LTDA - V ANGELICA;FERNANDO VOLTERO;10194833000607;CENCOSUD - GIGA
GIGA BR DISTRIBUIDOR E ATACADISTA LTDA - V ANGELICA;FERNANDO VOLTERO;10194833000607;CENCOSUD - GIGA
DOMINGOS CARLOS DA CONCEIÇÃO SANTOS;TELEVENDAS - DA TERRINHA;30669571873;COLABORADORES DA TERRINHA
TIO BEBA SUPERMERCADO REGISTRO LTDA - ME;KALIEL DE CALDA LEITE;96233556000105;TIO BEBA
TIO BEBA SUPERMERCADO REGISTRO LTDA - ME;KALIEL DE CALDA LEITE;96233556000105;TIO BEBA
TIO BEBA SUPERMERCADO REGISTRO LTDA - ME;KALIEL DE CALDA LEITE;96233556000105;TIO BEBA
MERCEARIA BARATEIRO DO VALE LTDA - ME;KALIEL DE CALDA LEITE;6266420000109;TIO BEBA
MERCEARIA BARATEIRO DO VALE LTDA - ME;KALIEL DE CALDA LEITE;6266420000109;TIO BEBA
MERCEARIA BARATEIRO DO VALE LTDA - ME;KALIEL DE CALDA LEITE;6266420000109;TIO BEBA
ELIZETE VIZOTTO LIMA PRODUTOS NATURAIS - EPP;CLEO CAVALCANTI;17479977000136;ELIZETE VIZOTTO
PAGUE MENOS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;LUCIANE MARQUES;60494416001530;REDE PAGUE MENOS
PAGUE MENOS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;LUCIANE MARQUES;60494416001530;REDE PAGUE MENOS
PAGUE MENOS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;LUCIANE MARQUES;60494416001530;REDE PAGUE MENOS
PAGUE MENOS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;LUCIANE MARQUES;60494416001530;REDE PAGUE MENOS
PAGUE MENOS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;LUCIANE MARQUES;60494416001530;REDE PAGUE MENOS
HD - COMERCIO DE PRODUTOS ALIMENTICIOS LTDA - ME;MIRIAN APARECIDA;5196443000113;SACOLAO VIA VERDE
HD - COMERCIO DE PRODUTOS ALIMENTICIOS LTDA - ME;LEIA;5196443000113;SACOLAO VIA VERDE
HD - COMERCIO DE PRODUTOS ALIMENTICIOS LTDA - ME;ANDREZA LOPES ALVES - V;5196443000113;SACOLAO VIA VERDE
HD - COMERCIO DE PRODUTOS ALIMENTICIOS LTDA - ME;ROGERIO DE SOUZA;5196443000113;SACOLAO VIA VERDE
MERCADINHO NESTOR PESTANA LTDA;FLAVIA SIQUEIRA;61755450000189;NESTOR PESTANA
MERCADINHO NESTOR PESTANA LTDA;FLAVIA SIQUEIRA;61755450000189;NESTOR PESTANA
MERCADINHO NESTOR PESTANA LTDA;FLAVIA SIQUEIRA;61755450000189;NESTOR PESTANA
MERCADINHO NESTOR PESTANA LTDA;FLAVIA SIQUEIRA;61755450000189;NESTOR PESTANA
MERCADINHO NESTOR PESTANA LTDA;FLAVIA SIQUEIRA;61755450000189;NESTOR PESTANA
MERCADINHO NESTOR PESTANA LTDA;FLAVIA SIQUEIRA;61755450000189;NESTOR PESTANA
DANIEL AMILCAR CENCI QUEIROZ ME;DANIEL QUEIROZ;7215898000164;DANIEL AMILCAR CENCI QUEIROZ
MANUEL AMILCAR DOS SANTOS QUEIROZ;TELEVENDAS - DA TERRINHA;37220756887;MANUEL QUEIROZ
BETANIA MARIA DA SILVA MERCADINHO;ERICK MOREIRA;14217002000141;BETANIA MARIA
BETANIA MARIA DA SILVA MERCADINHO;ERICK MOREIRA;14217002000141;BETANIA MARIA
BETANIA MARIA DA SILVA MERCADINHO;ERICK MOREIRA;14217002000141;BETANIA MARIA
MARIA JOSE DOS SANTOS ARAUJO - ME;ERICK MOREIRA;7279517000100;MARIA JOSE DOS SANTOS ARAUJO
DEBORA CAVALCANTE PERULO  - ME;JOSE ARTENCIO;4845602000109;MERCADO CAVALCANTE
SILVA & ALCARA REPRESENTACOES COMERCIAIS S/C LTDA ME;TELEVENDAS - DA TERRINHA;3914762000191;EDSON DONIZETE DA SILVA
ATACADAO S A - 103;MILTON JUNIOR;75315333010333;ATACADAO - RJ
SUPERMERCADO YAMATO LTDA;INES MARTIN;61943189000140;YAMATO
SUPERMERCADO YAMATO LTDA;INES MARTIN;61943189000140;YAMATO
SUPERMERCADO YAMATO LTDA;INES MARTIN;61943189000140;YAMATO
SUPERMERCADO YAMATO LTDA;INES MARTIN;61943189000140;YAMATO
SUPERMERCADO YAMATO LTDA;INES MARTIN;61943189000140;YAMATO
SUPERMERCADO YAMATO LTDA;INES MARTIN;61943189000140;YAMATO
SUPERMERCADO PRATICO - J M SIQUEIRA ALVES - 04;JOSE SOARES;2727617000309;PRATICO
SUPERMERCADO PRATICO - J M SIQUEIRA ALVES - 04;TARCISO SILVA;2727617000309;PRATICO
SUPERMERCADO PRATICO - J M SIQUEIRA ALVES - 04;RONILSON RIBEIRO;2727617000309;PRATICO
SUPERMERCADO PRATICO - J M SIQUEIRA ALVES - 04;NILSON VARA DA PENHA;2727617000309;PRATICO
DAIANY BARROS MACEDO FERREIRA;TELEVENDAS - DA TERRINHA;37265272811;COLABORADORES DA TERRINHA
WEST BOI - CARNES & DERIVADOS LTDA -  TB;CLEO CAVALCANTI;4079838000254;WEST BOI
WEST BOI - CARNES & DERIVADOS LTDA -  TB;CLEO CAVALCANTI;4079838000254;WEST BOI
WEST BOI - CARNES & DERIVADOS LTDA -  TB;CLEO CAVALCANTI;4079838000254;WEST BOI
PORTO SEGURO - SUPERMERCADO PORTO SEGURO TABOAO LTDA - 03;LEANDRO GOLDINHO LOPES;19994642000343;PORTO SEGURO
PORTO SEGURO - SUPERMERCADO PORTO SEGURO TABOAO LTDA - 03;LEANDRO GOLDINHO LOPES;19994642000343;PORTO SEGURO
PORTO SEGURO - SUPERMERCADO PORTO SEGURO TABOAO LTDA - 03;LEANDRO GOLDINHO LOPES;19994642000343;PORTO SEGURO
