Numero Pedido Cliente;NF CF;Cliente;Vendedor;Emissao
1059938;194385;EDENILSON BUENO ROSA;PAULO COSTA;04/09/2026
1059937;194383;EDENILSON BUENO ROSA;PAULO COSTA;04/09/2026
1059936;194038;CESTA SILCO LTDA;JAMIR RIBEIRO;04/09/2026
1059932;194466;PIRANA - AUTO SERVICO;EDSON MALAGUTTI;04/09/2026
1059931;194119;GIKANY TRANSPORTE;ERICK MOREIRA;04/09/2026
1059930;196078;SUPERMERCADO REMO;ERICK MOREIRA;04/09/2026
1059929;194386;CASA DE CARNE MAX BOI;FRANCISCO ANACLETO;04/09/2026
1059928;194155;SUPERMERCADO SER BOM;ERICK MOREIRA;04/09/2026
1059927;194480;GIKANY TRANSPORTE;ERICK MOREIRA;04/09/2026
1059911;194091;AYUMI - 01;LEANDRO GOLDINHO LOPES;04/09/2026
1059910;194094;AYUMI - 02;LEANDRO GOLDINHO LOPES;04/09/2026
1059909;194025;AYUMI - 03;LEANDRO GOLDINHO LOPES;04/09/2026
1059908;194023;AYUMI - 04;LEANDRO GOLDINHO LOPES;04/09/2026
1059907;194059;AYUMI - 05;LEANDRO GOLDINHO LOPES;04/09/2026
1059906;193996;AYUMI - 06;LEANDRO GOLDINHO LOPES;04/09/2026
1059905;194092;AYUMI - 02;LEANDRO GOLDINHO LOPES;04/09/2026
1059904;194021;AYUMI - 03;LEANDRO GOLDINHO LOPES;04/09/2026
1059903;194018;AYUMI - 04;LEANDRO GOLDINHO LOPES;04/09/2026
1059902;194060;AYUMI - 05;LEANDRO GOLDINHO LOPES;04/09/2026
1059901;193994;AYUMI - 06;LEANDRO GOLDINHO LOPES;04/09/2026
1059900;194090;AYUMI - 01;LEANDRO GOLDINHO LOPES;04/09/2026
1059899;194093;AYUMI - 02;LEANDRO GOLDINHO LOPES;04/09/2026
1059898;194016;AYUMI - 03;LEANDRO GOLDINHO LOPES;04/09/2026
1059897;194027;AYUMI - 04;LEANDRO GOLDINHO LOPES;04/09/2026
1059896;194005;AYUMI - 13;LEANDRO GOLDINHO LOPES;04/09/2026
1059895;194162;AYUMI - 17;LEANDRO GOLDINHO LOPES;04/09/2026
1059894;194061;AYUMI - 05;LEANDRO GOLDINHO LOPES;04/09/2026
1059893;194398;AYUMI - 12;LEANDRO GOLDINHO LOPES;04/09/2026
1059892;193993;AYUMI - 06;LEANDRO GOLDINHO LOPES;04/09/2026
1059891;193937;AYUMI - 07;LEANDRO GOLDINHO LOPES;04/09/2026
1059890;194080;AYUMI - 08;LEANDRO GOLDINHO LOPES;04/09/2026
1059889;194108;AYUMI - 09;LEANDRO GOLDINHO LOPES;04/09/2026
1059888;193903;AYUMI - 10;LEANDRO GOLDINHO LOPES;04/09/2026
1059887;193965;AYUMI - 11;LEANDRO GOLDINHO LOPES;04/09/2026
1059886;193936;AYUMI - 07;LEANDRO GOLDINHO LOPES;04/09/2026
1059885;194079;AYUMI - 08;LEANDRO GOLDINHO LOPES;04/09/2026
1059884;194107;AYUMI - 09;LEANDRO GOLDINHO LOPES;04/09/2026
1059883;193904;AYUMI - 10;LEANDRO GOLDINHO LOPES;04/09/2026
1059882;193964;AYUMI - 11;LEANDRO GOLDINHO LOPES;04/09/2026
1059881;194397;AYUMI - 12;LEANDRO GOLDINHO LOPES;04/09/2026
1059880;194007;AYUMI - 13;LEANDRO GOLDINHO LOPES;04/09/2026
1059879;194160;AYUMI - 17;LEANDRO GOLDINHO LOPES;04/09/2026
1059878;193938;AYUMI - 07;LEANDRO GOLDINHO LOPES;04/09/2026
1059877;194078;AYUMI - 08;LEANDRO GOLDINHO LOPES;04/09/2026
1059876;194106;AYUMI - 09;LEANDRO GOLDINHO LOPES;04/09/2026
1059875;193902;AYUMI - 10;LEANDRO GOLDINHO LOPES;04/09/2026
1059874;193966;AYUMI - 11;LEANDRO GOLDINHO LOPES;04/09/2026
1059873;194089;AYUMI - 01;LEANDRO GOLDINHO LOPES;04/09/2026
1059872;194006;AYUMI - 13;LEANDRO GOLDINHO LOPES;04/09/2026
1059871;194161;AYUMI - 17;LEANDRO GOLDINHO LOPES;04/09/2026
1059870;194131;MINI MERCADO DETROIT;JUAREZ COSTA;04/09/2026
1059869;194350;MERCADO UEMURA;FLAVIA SIQUEIRA;04/09/2026
1059868;193923;MERCADO MARE MANSA;JOSE SOARES;04/09/2026
1059867;193924;MERCADO MARE MANSA;JOSE SOARES;04/09/2026
1059859;194058;TENNESSEE - PREMIUM ALIMENTOS;INES MARTIN;04/09/2026
1059858;194133;MINI MERCADO DETROIT;JUAREZ COSTA;04/09/2026
1059820;193925;MERCADO MARE MANSA;JOSE SOARES;04/09/2026
1059816;194239;MERCADINHO MARUYAMA;JOSE ROBERTO DENIZIO;04/09/2026
1059812;194057;EMPORIO MEIWA;FLAVIA SIQUEIRA;04/09/2026
1059810;194354;MERCADO UEMURA;FLAVIA SIQUEIRA;04/09/2026
1059807;194033;COGEB SUPERMERCADOS;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1059806;194968;PAULICEIA;ROBERTO HIROSHI SOGA;04/09/2026
1059805;194309;SUPERMERCADO DA FREGUESIA - NOSSA SENHORA DO O;CARLOS FERREIRA;04/09/2026
1059804;194402;SUPERMERCADO CARIOCA;CAROLINA DOS SANTOS ROCHA;04/09/2026
1059803;193998;VILA ZAIRA - GUARULHOS;SILVANO ARRUDA;04/09/2026
1059802;194180;VILA ZAIRA - BROOKLIN;SILVANO ARRUDA;04/09/2026
1059801;194000;VILA ZAIRA - 02;SILVANO ARRUDA;04/09/2026
1059800;194821;VILA ZAIRA;SILVANO ARRUDA;04/09/2026
1059799;193997;VILA ZAIRA  HORTIFRUTI;SILVANO ARRUDA;04/09/2026
1059798;193992;PANIFICADORA E MERCEARIA DO BAIXINHO;CAROLINA DOS SANTOS ROCHA;04/09/2026
1059797;193991;PANIFICADORA E MERCEARIA DO BAIXINHO;CAROLINA DOS SANTOS ROCHA;04/09/2026
1059795;194415;MINIMERCADO MAR DO SUL;JOSE SOARES;04/09/2026
1059783;194382;RASGA PRECO;WILSON PEREIRA;04/09/2026
1059782;194820;SUPERMERCADO MAX - LJ 03;RAPHAEL COUTINHO ESPINDOLA;04/09/2026
1059781;194039;S C DISTRIBUIDORA;RAPHAEL COUTINHO ESPINDOLA;04/09/2026
1059780;194163;CLEO CAVALCANTI;JOSUE EVANGELISTA;04/09/2026
1059779;194040;COLINAS;RAPHAEL COUTINHO ESPINDOLA;04/09/2026
1059778;194042;SUPERMERCADO COLINAS;RAPHAEL COUTINHO ESPINDOLA;04/09/2026
1059777;194299;DAVO SUPERMERCADOS - LOJA 21;GILMERIO QUEIROZ - GERENTE DE AREA;04/09/2026
1059775;194250;ROBERTO CARLOS SANTANA;JOSUE EVANGELISTA;04/09/2026
1059774;194413;ANTONIO C. MATHEUS - CASA DO NORTE;FRANCISCO ANACLETO;04/09/2026
1059773;194411;CASA DO NORTE MORATO PARQUE PAULISTA;FRANCISCO ANACLETO;04/09/2026
1059772;194412;SHIRLEY C. F. MATHEUS;FRANCISCO ANACLETO;04/09/2026
1059771;195035;OBA - SP CD;DAIANE CRISTINA DE OLIVEIRA;04/09/2026
1059764;305769;2JM AMIDOS;VENDEDOR INTERNO;04/09/2026
1059757;194253;SUPERMERCADO VERDEMAR;HELIO FABIO;04/09/2026
1059756;194254;SUPERMERCADO VERDEMAR;HELIO FABIO;04/09/2026
1059753;196643;ATACADAO PARELHEIROS - LJ 57;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059752;194450;ATACADAO COTIA CENTRO - LJ 739;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059751;196784;ATACADAO PIRACICABA STA TEREZINHA - LJ 946;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059750;196182;ATACADAO TABOAO DA SERRA TESOURO - LJ 872;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059749;195922;ATACADAO SAO BERNARDO CENTRO - LJ 682;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059748;196726;ATACADAO PRES PRUDENTE MONTE ALTO - LJ 833;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059746;195482;ATACADAO GUARULHOS CENTRO - LJ 623;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059745;195539;ATACADAO MOGI GUACU - LJ 822;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059744;195546;ATACADAO CAMPINAS SOL NASCENTE - LJ 677;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059743;196787;ATACADAO ITAQUAQUECETUBA - LJ 627;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059742;194915;ATACADAO PIRACICABA MORUMBI - LJ 819;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059741;196322;ATACADAO OSASCO CENTRO - LJ 637;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059740;196875;ATACADAO ARARAQUARA - LJ 738;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059739;197319;ATACADAO SAO CAETANO - LJ 639;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059738;195266;ATACADAO SAO CARLOS - LJ 735;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059737;197092;ATACADAO RIB PRETO VIA NORTE - LJ 641;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059736;195993;ATACADAO SAO VICENTE - LJ 644;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059735;196728;ATACADAO PRES PRUDENTE RAPOSO - LJ 660;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059734;197230;ATACADAO CARAPICUIBA GUAPIUVA - LJ 654;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059733;194416;ATACADAO BOTUCATU - LJ 645;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059732;194830;ATACADAO GUARATINGUETA - LJ 947;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059730;196147;ATACADAO CARAGUATATUBA - LJ 646;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059729;196289;ATACADAO OSASCO YOLANDA - LJ 649;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059728;196513;ATACADAO COTIA RAPOSO - LJ 652;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059725;195036;ATACADAO JANDIRA - LJ 650;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059724;194755;ATACADAO POA - LJ 656;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059723;195556;ATACADAO BARRETOS - LJ 651;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059722;196308;ATACADAO DIADEMA CUPECE - LJ 640;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059721;195701;ATACADAO TAMBORE - LJ 734;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059720;197169;ATACADAO SOROCABA ITAVUVU - LJ 642;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059719;194751;ATACADAO FERRAZ VASCONCELOS - LJ 733;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059718;194568;ATACADAO OURINHOS - LJ 643;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059717;195870;ATACADAO CAMPINAS RUY RODRIGUES - LJ 662;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059716;196789;ATACADAO INDIANOPOLIS - LJ 698;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059715;194709;ATACADAO CAMBUCI - LOJA 680;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059714;195597;ATACADAO GUARULHOS BONSUCESSO - LJ 628;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059713;195580;ATACADAO ARARAS - LJ 818;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059712;195647;ATACADAO ITAPEVI - LJ 664;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059711;196284;ATACADAO JACAREI DUTRA - LJ 635;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059710;196574;ATACADAO VILA GUILHERME - LOJA 810;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059709;195504;ATACADAO SANTO ANDRE AV ESTADO - LJ 636;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059708;196222;ATACADAO SAO JOSE CAMPOS DUTRA - LJ 744;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059707;195979;ATACADAO VARZEA PAULISTA - LJ 743;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059706;193868;J E COMERCIO;VENDEDOR INTERNO;04/09/2026
1059705;194570;ATACADAO MARILIA - LJ 630;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059704;195569;ATACADAO ITU - LJ 816;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059703;196415;ATACADAO MAUA ITAPARK - LJ 631;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059702;197111;ATACADAO SAO JOSE CAMPOS SHOPPING - LJ 813;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059701;195566;ATACADAO HORTOLANDIA - LJ 632;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059700;196361;ATACADAO SAO BERNARDO DEMARCHI - LJ 659;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059699;195729;ATACADAO JUNDIAI - LJ 633;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059698;196255;ATACADAO DIADEMA CANHEMA - LJ 812;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059697;196285;ATACADAO MOGI MIRIM - LJ 945;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059695;194473;ATACADAO ANCHIETA - LJ 269;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059692;196093;ATACADAO LIMEIRA CENTRO - LJ 621;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059691;195659;ATACADAO PIRITUBA - LJ 938;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059690;194979;ATACADAO AMERICANA - LJ 625;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059689;196603;ATACADAO SAO BERNARDO PIRAPORINHA - LJ 943;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059688;195598;ATACADAO VILA LOBOS - LJ 939;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059687;195931;ATACADAO PACAEMBU - LOJA 697;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059686;195069;ATACADAO RIO DAS PEDRAS - LJ 364;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059685;196025;ATACADAO SANTOS PORTO - LJ 365;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059681;194414;ATACADAO VILA MARIA - LJ 060;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059680;194474;ATACADAO JACUI - LOJA 120;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059679;194840;ATACADAO IPIRANGA - LOJA 133;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059678;195070;ATACADAO INTERLAGOS - LJ 229;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059677;194469;ATACADAO INAJAR - LJ 251;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059676;194694;ATACADAO JACAREI CENTRO - LJ 814;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059675;193990;PANIFICADORA E MERCEARIA DO BAIXINHO;CAROLINA DOS SANTOS ROCHA;04/09/2026
1059674;195877;ATACADAO ITAPECIRICA SERRA - LJ 941;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059673;196493;ATACADAO SANTO AMARO - LJ 20;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059672;195567;ATACADAO CATANDUVA - LJ 624;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059671;196079;ATACADAO TAIPAS - LJ 6;ROBERTO OLIVEIRA ANDRADE;04/09/2026
1059670;194043;SUPERMERCADO COLINAS;RAPHAEL COUTINHO ESPINDOLA;04/09/2026
1059669;194036;S C DISTRIBUIDORA;RAPHAEL COUTINHO ESPINDOLA;04/09/2026
1059668;194041;COLINAS;RAPHAEL COUTINHO ESPINDOLA;04/09/2026
1059665;193972;CENTRO DE DISTRIB - SUPERMERCADO PADRAO;PAULO SERGIO;04/09/2026
1059664;193970;CENTRO DE DISTRIB - SUPERMERCADO PADRAO;PAULO SERGIO;04/09/2026
1059663;193971;CENTRO DE DISTRIB - SUPERMERCADO PADRAO;FLAVIA SIQUEIRA;04/09/2026
1059633;195386;COMERCIAL ESPERANCA ATACADO DISTRIBUIDOR;DANIEL CAMACHO;04/09/2026
1059632;195387;COMERCIAL ESPERANCA ATACADO DISTRIBUIDOR;DANIEL CAMACHO;04/09/2026
1059631;194823;SUPERMERCADO FJ LTDA;RAPHAEL COUTINHO ESPINDOLA;04/09/2026
1059630;194044;MERCADO ARANTES;RODRIGO LEANDRO CAMARGO;04/09/2026
1059598;194115;SUP ALBUQUERQUE - 02;RODRIGO LEANDRO CAMARGO;03/09/2026
1059596;194117;SUP ALBUQUERQUE - 01;RODRIGO LEANDRO CAMARGO;03/09/2026
1059594;194049;MERCADO ARANTES;RODRIGO LEANDRO CAMARGO;03/09/2026
1059593;193989;REDE BOI - TEOTONIO;ERICK MOREIRA;03/09/2026
1059592;194824;SUPERMERCADO FJ LTDA;RAPHAEL COUTINHO ESPINDOLA;03/09/2026
1059591;193935;ESPERANCA - 08;DANIEL CAMACHO;03/09/2026
1059590;193973;CENTRO DE DISTRIB - SUPERMERCADO PADRAO;FLAVIA SIQUEIRA;03/09/2026
1059589;194157;RED BOI - JARDIM REGINA;ERICK MOREIRA;03/09/2026
1059588;194185;SACOLAO E MERCADO CAMPO GRANDE;ERICK MOREIRA;03/09/2026
1059586;194120;RED BOI - PARQUE SANTO ANTONIO;ERICK MOREIRA;03/09/2026
1059585;194184;SACOLAO E MERCADO CAMPO GRANDE;ERICK MOREIRA;03/09/2026
1059584;193918;BENTEVENHA STORES;AROLDO BATISTA SANTOS;03/09/2026
1059583;194114;ESPERANCA - 10;DANIEL CAMACHO;03/09/2026
1059582;194181;MERCADO LEVE TUDO;INES MARTIN;03/09/2026
1059581;194125;SUPERMERCADO SANTA GEMMA;INES MARTIN;03/09/2026
1059580;194129;SUPERMERCADO SANTA GEMMA;INES MARTIN;03/09/2026
1059579;194130;SUPERMERCADO SANTA GEMMA;INES MARTIN;03/09/2026
1059578;194037;SUPERMERCADO SERRANO;GILMERIO QUEIROZ - GERENTE DE AREA;03/09/2026
1059577;193916;BENTEVENHA STORES;AROLDO BATISTA SANTOS;03/09/2026
1059576;194750;EMPORIO OLIVEIRA;EDSON MALAGUTTI;03/09/2026
1059575;194182;MERCADO LEVE TUDO;INES MARTIN;03/09/2026
1059574;194127;TENNESSEE - SAUDE;INES MARTIN;03/09/2026
1059573;193917;BENTEVENHA STORES;AROLDO BATISTA SANTOS;03/09/2026
1059572;194465;SUPERMERCADO MESQUITA;EDSON MALAGUTTI;03/09/2026
1059571;194745;COOPERCICA - 01;EDSON MALAGUTTI;03/09/2026
1059570;193933;JVM ALIMENTOS;EDSON MALAGUTTI;03/09/2026
1059569;194013;NORI SM - LOJA 6 VLM;EDERVAL DONIZETE DA SILVA;03/09/2026
1059568;194024;MAGUI SUPERMERCADOS;OSNEY RICARDO;03/09/2026
1059566;194026;MAGUI SUPERMERCADOS;OSNEY RICARDO;03/09/2026
1059565;194035;SUPERMERCADO SERRANO;GILMERIO QUEIROZ - GERENTE DE AREA;03/09/2026
1059564;194251;SUPERMERCADO ZICO;EDERVAL DONIZETE DA SILVA;03/09/2026
1059549;195389;COMERCIAL ESPERANCA ATACADO DISTRIBUIDOR;DANIEL CAMACHO;03/09/2026
1059525;195388;COMERCIAL ESPERANCA ATACADO DISTRIBUIDOR;DANIEL CAMACHO;03/09/2026
1059509;194135;ROSINHA;JUAREZ COSTA;03/09/2026
1059501;194179;RESTAURANTE RANCHO PORTUGUES;ERICK MOREIRA;03/09/2026
1059413;40626;SUPERMERCADO SERRANO;GILMERIO QUEIROZ - GERENTE DE AREA;03/09/2026
1059394;195241;ATACADAO SUPECO SOROCABA - LJ 647;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059393;194788;ATACADAO ARACATUBA - LJ 648;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059392;195947;ATACADAO GUARUJA - LJ 730;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059391;196146;ATACADAO SANTA BARBARA OESTE - LJ 948;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059388;195589;ATACADAO PRAIA GRANDE - LJ 731;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059387;194418;ATACADAO SUZANO - LJ 732;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059386;196517;ATACADAO SUMARE - LJ 736;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059385;194456;ATACADAO SAO JOSE CAMPOS JK - LJ 737;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059384;196333;ATACADAO SANTO ANDRE CAPUAVA - LJ 811;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059383;194571;ATACADAO ASSIS - LJ 827;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059382;194222;ATACADAO PENHA - LJ 937;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059381;195188;ATACADAO MOGI CRUZES - LJ 940;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059380;195929;ATACADAO TAUBATE - LJ 653;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059378;195529;ATACADAO SOROCABA CAMPOLIM - LJ 657;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059377;194236;ATACADAO INDAIATUBA - LJ 658;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059376;195587;ATACADAO CAMPINAS DOM PEDRO - LJ 663;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059375;196036;ATACADAO DIADEMA SERRARIA - LJ 675;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059374;195186;ATACADAO FRANCA - LJ 685;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059373;196228;ATACADAO OSASCO BONANCA - LJ 687;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059372;196283;ATACADAO ATIBAIA - LJ 616;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059371;196278;ATACADAO ITANHAEM - LJ 622;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059370;195558;ATACADAO RIB PRETO ANHANGUERA - LJ 626;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059369;195039;ATACADAO GUARULHOS DUTRA - LJ 629;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059368;194770;ATACADAO TABOAO DA SERRA CENTRO - LJ 634;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059367;195560;ATACADAO RIO CLARO - LJ 638;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059366;194762;ATACADAO ITAQUERA - LJ 48;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059365;194787;ATACADAO BAURU - LJ 661;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059364;194282;ATACADAO ARICANDUVA - LJ 226;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059363;195918;ATACADAO TATUAPE - LJ 340;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059362;194489;ATACADAO CARAPICUIBA KM 21 - LJ 612;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059361;194705;ATACADAO LIMEIRA ANHANGUERA - LJ 614;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059360;194847;ATACADAO SANTOS - LJ 46;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059359;196514;ATACADAO SAO MIGUEL - LJ 35;ROBERTO OLIVEIRA ANDRADE;03/09/2026
1059358;194031;SUPERMERCADO SERRANO;GILMERIO QUEIROZ - GERENTE DE AREA;03/09/2026
1059357;193945;MERCADO ECONOMICO;FLAVIA SIQUEIRA;03/09/2026
1059356;194052;SUPERMERCADO SERTANIA;KALIEL DE CALDA LEITE;03/09/2026
1059355;194070;DUQUE - LJ 03;PAULO SERGIO;03/09/2026
1059354;194305;DA PRACA - 09;LEONARDO VINICIUS;03/09/2026
1059353;194141;HORTIFRUTI BAETAO;ALEXANDRE VIANA;03/09/2026
1059352;194252;SUPERMERCADO ZICO;EDERVAL DONIZETE DA SILVA;03/09/2026
1059350;194029;MAGUI SUPERMERCADOS;OSNEY RICARDO;03/09/2026
1059349;194028;MAGUI SUPERMERCADOS;OSNEY RICARDO;03/09/2026
1059348;194012;NORI SM - LOJA 6 VLM;EDERVAL DONIZETE DA SILVA;03/09/2026
1059347;194142;HORTIFRUTI BAETAO;ALEXANDRE VIANA;03/09/2026
1059346;194394;ATACADAO RS  - SAPUCAIA AT 142;EDIUILSON SILVA SERIO;03/09/2026
1059345;194020;NORI SM - LOJA 9 BLV;EDERVAL DONIZETE DA SILVA;03/09/2026
1059344;194396;ATACADAO RS  - SAPUCAIA AT 142;EDIUILSON SILVA SERIO;03/09/2026
1059343;194011;NORI SM - LOJA 10 BRO;EDERVAL DONIZETE DA SILVA;03/09/2026
1059342;194014;NORI SM - LOJA 8 JDR;EDERVAL DONIZETE DA SILVA;03/09/2026
1059341;194395;ATACADAO RS  - SAPUCAIA AT 142;EDIUILSON SILVA SERIO;03/09/2026
1059340;194019;NORI SM - LOJA 5 AER;EDERVAL DONIZETE DA SILVA;03/09/2026
1059339;194015;NORI SM - LOJA 7 FRP;EDERVAL DONIZETE DA SILVA;03/09/2026
1059338;194008;NORI SM - LOJA 4 ALT;EDERVAL DONIZETE DA SILVA;03/09/2026
1059337;194017;NORI SM - LOJA 2 VLD;EDERVAL DONIZETE DA SILVA;03/09/2026
1059336;194022;NORI SM - LOJA 1 CTR;EDERVAL DONIZETE DA SILVA;03/09/2026
1059335;193988;IVALDO PROMOCOES;ERICK MOREIRA;03/09/2026
1059334;193968;N.S.A DISTRIBUICAO;CAROLINA DOS SANTOS ROCHA;03/09/2026
1059333;194067;LEE SUPERMERCADO;GUSTAVO GOMES;03/09/2026
1059332;194066;KING MERCADINHO;GUSTAVO GOMES;03/09/2026
1059331;194069;DUQUE - LJ 03;PAULO SERGIO;03/09/2026
1059330;193967;N.S.A DISTRIBUICAO;CAROLINA DOS SANTOS ROCHA;03/09/2026
1059329;193818;EPA - MINEIRAO;CAMILA CUNHA DE FREITAS;03/09/2026
1059328;193931;JVM ALIMENTOS;EDSON MALAGUTTI;03/09/2026
1059327;194132;ROSINHA;JUAREZ COSTA;03/09/2026
1059326;194476;DA PRACA - 32;LEONARDO VINICIUS;03/09/2026
1059325;194136;DA PRACA - 33;LEONARDO VINICIUS;03/09/2026
1059324;194128;MERCADO E DISTRIBUIDORA BRILHANTE;JUAREZ COSTA;03/09/2026
1059323;193819;DA PRACA - 30;LEONARDO VINICIUS;03/09/2026
1059321;194126;MERCADO E DISTRIBUIDORA BRILHANTE;JUAREZ COSTA;03/09/2026
1059320;194165;ARMAZEM NORDESTINO E PRODUTOS NATURAIS;MARIO MIZUKA;03/09/2026
1059319;193948;DA PRACA - 28;LEONARDO VINICIUS;03/09/2026
1059317;193987;IVALDO PROMOCOES;ERICK MOREIRA;03/09/2026
1059314;194304;DA PRACA - 27;LEONARDO VINICIUS;03/09/2026
1059313;193826;KING MERCADINHO;GUSTAVO GOMES;03/09/2026
1059310;194240;REDE IMPERADOR MERCEARIA;GUSTAVO GOMES;03/09/2026
1059309;194099;DA PRACA - 25;LEONARDO VINICIUS;03/09/2026
1059306;194303;MERCADO ESTRELA DA CHABILANDIA - GUAIANAZES;AROLDO BATISTA SANTOS;03/09/2026
1059300;194175;EMPORIO SOBRAL;AROLDO BATISTA SANTOS;03/09/2026
